Employee_ID,First_Name,Last_Name,Age,Department_Region,Status,Join_Date,Salary,Email,Phone,Performance_Score,Remote_Work,Unnamed: 12
EMP1026,Frank,Miller,25.0,Sales-New York,Inactive,,$83979.01,frank.miller@example.com,-7032032073,Average,False,
EMP1133,Alice,Jones,,Cloud Tech-New York,Pending,,$114465.04,alice.jones@example.com,-334234257,Good,False,
EMP1758,Grace,Smith,,DevOps-Illinois,Pending,,$86766.14,grace.smith@example.com,-2130609068,Poor,True,
EMP1329,Heidi,Garcia,40.0,Cloud Tech-Texas,Pending,,,heidi.garcia@example.com,-8171752420,Excellent,False,
EMP1966,Bob,Jones,35.0,Admin-California,Active,,$109082.07,bob.jones@example.com,-8811210313,Good,False,
EMP1036,Alice,Brown,,Cloud Tech-New York,Active,,$54757.26,alice.brown@example.com,-2515837766,Poor,False,
EMP1791,Charlie,Garcia,,Sales-Florida,Active,,$58179.12,charlie.garcia@example.com,-4289311324,Excellent,False,
EMP1488,Eva,Smith,35.0,HR-Florida,Pending,,$56875.22,eva.smith@example.com,-5511668296,Poor,False,
EMP1335,Bob,Garcia,40.0,Finance-Nevada,Inactive,,$118413.05,bob.garcia@example.com,-7157787111,Poor,False,
EMP1471,Alice,Garcia,40.0,Cloud Tech-California,Pending,,$92015.09,alice.garcia@example.com,-4544901494,Average,True,
EMP1350,Bob,Brown,35.0,HR-New York,Pending,,$84706.17,bob.brown@example.com,-4911110960,Average,False,
EMP1368,David,Williams,40.0,DevOps-New York,Active,,$96011.55,david.williams@example.com,-2312447314,Average,True,
EMP1858,Heidi,Johnson,25.0,Finance-New York,Pending,,$50060.73,heidi.johnson@example.com,-3176539704,Poor,False,
EMP1011,David,Davis,,DevOps-California,Active,,$84946.19,david.davis@example.com,-1238296576,Poor,True,
EMP1421,Charlie,Johnson,25.0,Sales-Nevada,Pending,,$79355.85,charlie.johnson@example.com,-6766708060,Good,False,
EMP2017,Charlie,Williams,40.0,Finance-New York,Active,,$114587.11,charlie.williams@example.com,-1261632487,Average,False,
EMP1883,Charlie,Garcia,40.0,Finance-New York,Active,,$114587.11,charlie.garcia@example.com,-6449639242,Excellent,True,
EMP1732,Charlie,Smith,40.0,Cloud Tech-New York,Active,,$76167.46,charlie.smith@example.com,-7282709080,Good,False,
EMP1203,Frank,Smith,30.0,DevOps-Nevada,Pending,,$113871.36,frank.smith@example.com,-7932302345,Average,False,
EMP1375,Grace,Brown,40.0,Admin-Florida,Pending,,$98540.30,grace.brown@example.com,-2510505378,Good,False,
EMP1885,Heidi,Jones,25.0,Cloud Tech-Nevada,Active,,$62312.13,heidi.jones@example.com,-4339527535,Good,False,
EMP1692,Bob,Jones,40.0,Admin-Texas,Active,,$104843.27,bob.jones@example.com,-3626693350,Excellent,False,
EMP1939,Heidi,Johnson,25.0,Sales-Nevada,Inactive,,$83634.01,heidi.johnson@example.com,-6343925294,Average,True,
EMP1804,Bob,Miller,40.0,Finance-New York,Pending,,$112389.31,bob.miller@example.com,-4254969191,Excellent,False,
EMP1262,Heidi,Jones,,HR-Illinois,Pending,,$58316.77,heidi.jones@example.com,-8826170242,Excellent,True,
EMP1743,Eva,Jones,30.0,Sales-California,Active,,$68037.56,eva.jones@example.com,-7235137398,Average,False,
EMP1540,David,Davis,35.0,Sales-Illinois,Pending,,$93276.73,david.davis@example.com,-6488319212,Average,False,
EMP1390,Eva,Williams,35.0,Finance-Florida,Inactive,,$50173.12,eva.williams@example.com,-7637153987,Poor,False,
EMP1587,Charlie,Williams,25.0,Cloud Tech-Texas,Pending,,$77585.72,charlie.williams@example.com,-5465408423,Excellent,False,
EMP1178,Frank,Smith,35.0,DevOps-California,Pending,,$55946.99,frank.smith@example.com,-136497188,Average,False,
EMP1752,Eva,Johnson,,Sales-Illinois,Active,,$66252.78,eva.johnson@example.com,-1369572789,Excellent,True,
EMP1537,Heidi,Davis,30.0,Sales-Florida,Inactive,,$52017.14,heidi.davis@example.com,-7104331874,Average,True,
EMP1311,Alice,Davis,,Sales-Nevada,Active,,$97512.51,alice.davis@example.com,-6333021259,Good,True,
EMP1541,David,Johnson,40.0,HR-Nevada,Pending,,$76941.36,david.johnson@example.com,-4249128964,Poor,True,
EMP1505,David,Smith,35.0,DevOps-Nevada,Active,,$87424.46,david.smith@example.com,-32963346,Average,True,
EMP1525,Bob,Davis,,HR-Illinois,Pending,,$59601.45,bob.davis@example.com,-765817389,Poor,False,
EMP1982,Eva,Brown,25.0,HR-New York,Active,,$72828.18,eva.brown@example.com,-6046154020,Good,False,
EMP1476,Frank,Smith,,Finance-Illinois,Active,,$54268.86,frank.smith@example.com,-9508304404,Poor,True,
EMP1558,Eva,Garcia,,HR-Nevada,Pending,,$94280.83,eva.garcia@example.com,-7111212589,Good,True,
EMP1677,Heidi,Garcia,35.0,Cloud Tech-Florida,Inactive,,,heidi.garcia@example.com,-2231164912,Average,True,
EMP1371,Eva,Garcia,40.0,Sales-Nevada,Inactive,,$77204.75,eva.garcia@example.com,-6769459195,Good,True,
EMP1317,Alice,Smith,25.0,Admin-Illinois,Pending,,$89119.53,alice.smith@example.com,-2418623689,Good,True,
EMP1547,Eva,Brown,,Sales-New York,Pending,,$81934.55,eva.brown@example.com,-7418652056,Poor,False,
EMP1057,Alice,Smith,40.0,Cloud Tech-Illinois,Pending,,$100360.10,alice.smith@example.com,-2971674337,Excellent,False,
EMP1002,Alice,Jones,,Admin-Nevada,Pending,,$88145.90,alice.jones@example.com,-5596363211,Good,True,
EMP1415,Charlie,Smith,25.0,Cloud Tech-Nevada,Active,,$50794.54,charlie.smith@example.com,-425488213,Good,True,
EMP1387,Grace,Davis,25.0,HR-Nevada,Active,,$110625.52,grace.davis@example.com,-2967188396,Excellent,True,
EMP1694,Alice,Johnson,25.0,HR-Nevada,Active,,$87544.73,alice.johnson@example.com,-4501848196,Good,False,
EMP1820,Eva,Davis,40.0,DevOps-California,Active,,$50568.35,eva.davis@example.com,-2218231554,Good,True,
EMP1560,Frank,Brown,25.0,HR-Illinois,Inactive,,$89944.67,frank.brown@example.com,-4064242955,Poor,False,
EMP1834,Eva,Smith,35.0,Admin-Texas,Pending,,$102459.77,eva.smith@example.com,-3191009003,Poor,False,
EMP1118,Frank,Garcia,25.0,Finance-Illinois,Active,,$110855.72,frank.garcia@example.com,-1997179109,Poor,False,
EMP1008,Frank,Davis,35.0,Admin-Nevada,Inactive,,$115565.82,frank.davis@example.com,-4177656123,Excellent,True,
EMP1346,Grace,Williams,25.0,Cloud Tech-Texas,Inactive,,$56514.50,grace.williams@example.com,-2963533904,Average,False,
EMP1934,Grace,Garcia,30.0,Sales-Florida,Pending,,$102867.06,grace.garcia@example.com,-7609441282,Average,True,
EMP1137,Grace,Smith,,DevOps-New York,Inactive,,$60018.24,grace.smith@example.com,-5596309937,Excellent,False,
EMP1926,Frank,Jones,25.0,Sales-Nevada,Active,,$86850.37,frank.jones@example.com,-9177680897,Excellent,True,
EMP1786,Alice,Davis,30.0,Admin-California,Inactive,,$83537.58,alice.davis@example.com,-2931100590,Poor,False,
EMP1259,Alice,Williams,35.0,Finance-Illinois,Pending,,$82941.08,alice.williams@example.com,-963480796,Poor,False,
EMP1848,Frank,Davis,30.0,HR-Illinois,Active,,$50593.33,frank.davis@example.com,-1880819047,Excellent,True,
EMP1105,Heidi,Johnson,35.0,Sales-Florida,Inactive,,$93471.91,heidi.johnson@example.com,-26876810,Poor,False,
EMP1574,Bob,Davis,35.0,Finance-New York,Pending,,$114302.51,bob.davis@example.com,-1328507250,Poor,False,
EMP1964,Heidi,Davis,25.0,Finance-Florida,Pending,,$97356.31,heidi.davis@example.com,-1537012423,Good,True,
EMP1582,Grace,Brown,40.0,HR-Texas,Inactive,,,grace.brown@example.com,-2529867075,Good,False,
EMP1528,Charlie,Johnson,25.0,Sales-Florida,Active,,$115318.70,charlie.johnson@example.com,-6978930745,Excellent,False,
EMP1656,David,Davis,25.0,DevOps-California,Active,,$80255.31,david.davis@example.com,-6477251294,Average,False,
EMP1304,David,Johnson,25.0,Cloud Tech-California,Inactive,,$100336.58,david.johnson@example.com,-4754102251,Excellent,True,
EMP1028,Grace,Garcia,40.0,Finance-Nevada,Active,,$95741.88,grace.garcia@example.com,-7712151341,Excellent,False,
EMP1991,Heidi,Brown,,Admin-Texas,Pending,,$86135.69,heidi.brown@example.com,-2341903105,Excellent,False,
EMP1124,Heidi,Jones,,Admin-Florida,Active,,$85576.86,heidi.jones@example.com,-4567972319,Poor,False,
EMP1268,Grace,Davis,,HR-Nevada,Pending,,$51865.30,grace.davis@example.com,-305690673,Poor,True,
EMP1652,Heidi,Davis,35.0,DevOps-Texas,Active,,$64752.67,heidi.davis@example.com,-4902166669,Poor,False,
EMP1419,Frank,Miller,30.0,HR-Texas,Pending,,$100594.49,frank.miller@example.com,-3441497825,Average,False,
EMP1107,Bob,Brown,30.0,Cloud Tech-Florida,Inactive,,$91566.78,bob.brown@example.com,-175370303,Good,True,
EMP1397,Eva,Miller,30.0,Finance-Nevada,Active,,$56662.86,eva.miller@example.com,-3629489785,Average,True,
EMP1071,Heidi,Johnson,30.0,HR-Florida,Active,,$70000.97,heidi.johnson@example.com,-2884318847,Average,True,
EMP1903,Eva,Davis,,Sales-Illinois,Active,,$97926.56,eva.davis@example.com,-5607676163,Average,True,
EMP1805,Heidi,Brown,,HR-California,Inactive,,$63870.30,heidi.brown@example.com,-8455259709,Excellent,False,
EMP1277,Frank,Miller,30.0,HR-Texas,Inactive,,$55532.06,frank.miller@example.com,-1082555988,Excellent,True,
EMP1781,Charlie,Williams,,Sales-Florida,Pending,,$94230.03,charlie.williams@example.com,-5047158028,Excellent,True,
EMP1623,Grace,Johnson,35.0,Admin-Texas,Pending,,$105259.57,grace.johnson@example.com,-8867925297,Good,True,
EMP1577,Frank,Miller,,Cloud Tech-Texas,Active,,,frank.miller@example.com,-1579039234,Excellent,True,
EMP1156,Alice,Davis,40.0,HR-New York,Active,,$107693.38,alice.davis@example.com,-4121820969,Average,True,
EMP1797,Bob,Davis,25.0,HR-Texas,Pending,,$91600.13,bob.davis@example.com,-9205677566,Average,True,
EMP1595,Frank,Brown,30.0,DevOps-Nevada,Inactive,,$83596.78,frank.brown@example.com,-9624406305,Average,False,
EMP1618,Charlie,Davis,40.0,Sales-Illinois,Active,,$104870.78,charlie.davis@example.com,-5177345474,Excellent,True,
EMP1727,Eva,Williams,25.0,Finance-Illinois,Inactive,,$98850.94,eva.williams@example.com,-6471246334,Excellent,True,
EMP1341,Frank,Brown,,Sales-Illinois,Inactive,,$72846.37,frank.brown@example.com,-4201654234,Good,True,
EMP1948,Bob,Miller,40.0,Finance-Texas,Active,,,bob.miller@example.com,-109121721,Excellent,True,
EMP1042,Alice,Johnson,,HR-Nevada,Active,,$59400.38,alice.johnson@example.com,-4918017225,Average,True,
EMP1508,Frank,Garcia,25.0,Admin-California,Active,,$111000.26,frank.garcia@example.com,-4969357823,Good,False,
EMP1950,Frank,Williams,30.0,DevOps-California,Active,,$107020.19,frank.williams@example.com,-8943705262,Excellent,False,
EMP1916,Eva,Johnson,,Admin-California,Active,,$68200.52,eva.johnson@example.com,-6486287202,Average,True,
EMP1199,Grace,Williams,35.0,DevOps-Illinois,Active,,$94162.06,grace.williams@example.com,-2644886945,Average,True,
EMP1708,Eva,Garcia,,Cloud Tech-Nevada,Active,,$71273.32,eva.garcia@example.com,-2634755751,Good,False,
EMP1427,Alice,Brown,35.0,Cloud Tech-Nevada,Inactive,,$101665.79,alice.brown@example.com,-3110291812,Poor,True,
EMP1542,Alice,Williams,25.0,DevOps-New York,Pending,,$82850.23,alice.williams@example.com,-9994973202,Poor,False,
EMP1322,Frank,Brown,35.0,Finance-Texas,Pending,,$65489.19,frank.brown@example.com,-1990970050,Average,True,
EMP1194,Alice,Davis,35.0,HR-Texas,Pending,,$118415.80,alice.davis@example.com,-6656749159,Good,True,
EMP1721,Bob,Williams,,DevOps-California,Active,,$106583.88,bob.williams@example.com,-1494097625,Good,True,
EMP1012,Heidi,Williams,30.0,HR-New York,Active,,$89295.77,heidi.williams@example.com,-2429543164,Excellent,False,
EMP1190,Eva,Davis,30.0,Admin-Illinois,Active,,$103140.67,eva.davis@example.com,-7689627065,Excellent,False,
EMP1381,Eva,Miller,,HR-Illinois,Active,,$100328.62,eva.miller@example.com,-501716444,Average,True,
EMP1998,Charlie,Garcia,35.0,Admin-Texas,Inactive,,$106247.67,charlie.garcia@example.com,-2737203762,Excellent,True,
EMP1160,Bob,Davis,25.0,Admin-Texas,Inactive,,$105190.21,bob.davis@example.com,-4672994937,Good,True,
EMP1570,Alice,Miller,,DevOps-California,Inactive,,$90087.39,alice.miller@example.com,-8166496901,Poor,False,
EMP1901,Heidi,Brown,30.0,DevOps-Florida,Active,,$111008.63,heidi.brown@example.com,-3556434368,Excellent,True,
EMP1630,Alice,Smith,30.0,Finance-Nevada,Active,,$56376.20,alice.smith@example.com,-1312840332,Average,True,
EMP1987,Eva,Brown,25.0,HR-Illinois,Inactive,,$65812.02,eva.brown@example.com,-3963845268,Average,True,
EMP1138,Eva,Davis,40.0,HR-Nevada,Active,,$82567.73,eva.davis@example.com,-4253042896,Poor,True,
EMP1956,David,Brown,,Sales-Texas,Active,,,david.brown@example.com,-5848689992,Average,True,
EMP1589,Charlie,Jones,30.0,Admin-New York,Pending,,$67691.92,charlie.jones@example.com,-863218121,Average,True,
EMP1123,Eva,Davis,,DevOps-California,Inactive,,$83774.97,eva.davis@example.com,-1109193927,Average,False,
EMP1927,Eva,Brown,30.0,Cloud Tech-Texas,Pending,,$81182.07,eva.brown@example.com,-1265742230,Good,True,
EMP1049,Grace,Miller,,DevOps-New York,Active,,$61375.12,grace.miller@example.com,-1227770792,Excellent,True,
EMP1053,Alice,Brown,30.0,Finance-California,Inactive,,$54859.45,alice.brown@example.com,-8146717956,Average,False,
EMP1032,Charlie,Brown,40.0,Finance-Florida,Active,,$78072.82,charlie.brown@example.com,-7490509758,Average,False,
EMP1798,Heidi,Smith,25.0,Cloud Tech-Illinois,Pending,,$71873.66,heidi.smith@example.com,-7722660255,Good,True,
EMP1010,David,Williams,35.0,Cloud Tech-New York,Active,,$72081.71,david.williams@example.com,-2720634590,Average,False,
EMP1674,Eva,Brown,35.0,Finance-Illinois,Active,,$56268.78,eva.brown@example.com,-3161177686,Excellent,False,
EMP1529,Alice,Johnson,25.0,DevOps-Texas,Active,,$90190.69,alice.johnson@example.com,-4520599603,Poor,True,
EMP1788,Frank,Garcia,40.0,Finance-Nevada,Active,,$86475.13,frank.garcia@example.com,-1211063300,Poor,True,
EMP1578,Bob,Johnson,30.0,DevOps-Nevada,Active,,$97978.36,bob.johnson@example.com,-5580996131,Poor,True,
EMP1383,Eva,Jones,35.0,Cloud Tech-Florida,Active,,$106832.22,eva.jones@example.com,-7715910299,Good,True,
EMP1104,Grace,Johnson,,Sales-Illinois,Active,,$86580.08,grace.johnson@example.com,-5379502096,Good,True,
EMP1052,David,Williams,30.0,Finance-California,Inactive,,$105674.18,david.williams@example.com,-9973080694,Good,False,
EMP1633,Charlie,Smith,40.0,Finance-Texas,Active,,$95981.90,charlie.smith@example.com,-9749096172,Average,True,
EMP1126,Eva,Johnson,,Sales-Nevada,Inactive,,$60401.68,eva.johnson@example.com,-2274954507,Average,False,
EMP1321,Heidi,Jones,40.0,Cloud Tech-Nevada,Inactive,,$108781.18,heidi.jones@example.com,-3904383033,Poor,False,
EMP1621,Heidi,Johnson,40.0,HR-Illinois,Pending,,$108603.34,heidi.johnson@example.com,-7742229463,Excellent,False,
EMP1603,Charlie,Miller,40.0,HR-Texas,Active,,$84134.95,charlie.miller@example.com,-6826911632,Poor,True,
EMP1651,Alice,Garcia,,HR-Florida,Pending,,$62236.03,alice.garcia@example.com,-3257375533,Excellent,True,
EMP1232,Frank,Brown,,Finance-California,Pending,,$116353.31,frank.brown@example.com,-1783099973,Poor,True,
EMP1826,Grace,Williams,30.0,Cloud Tech-New York,Pending,,$79109.88,grace.williams@example.com,-3397051957,Poor,False,
EMP1931,Heidi,Brown,40.0,Finance-California,Active,,$100960.05,heidi.brown@example.com,-2711759573,Average,False,
EMP1113,Eva,Miller,25.0,Cloud Tech-New York,Pending,,$110236.18,eva.miller@example.com,-6641877579,Average,True,
EMP1585,Heidi,Davis,30.0,Sales-New York,Active,,$77369.48,heidi.davis@example.com,-2059438975,Average,False,
EMP1731,Alice,Smith,35.0,Admin-California,Pending,,$119311.14,alice.smith@example.com,-2835129591,Poor,True,
EMP1750,Grace,Garcia,40.0,HR-Florida,Pending,,$112589.11,grace.garcia@example.com,-1163187327,Average,False,
EMP1211,Frank,Davis,,Cloud Tech-Nevada,Pending,,$58727.44,frank.davis@example.com,-5057397690,Poor,True,
EMP1222,Alice,Miller,35.0,Cloud Tech-California,Active,,$95997.31,alice.miller@example.com,-4209548148,Average,False,
EMP1145,Frank,Davis,30.0,Cloud Tech-California,Inactive,,$79085.22,frank.davis@example.com,-7546027340,Good,True,
EMP1900,Eva,Jones,30.0,DevOps-Florida,Pending,,$90856.21,eva.jones@example.com,-9352196262,Average,True,
EMP1175,Eva,Miller,25.0,Admin-California,Pending,,$71628.93,eva.miller@example.com,-8155839385,Excellent,False,
EMP1393,Charlie,Garcia,,Finance-California,Pending,,$53388.65,charlie.garcia@example.com,-4912711306,Poor,True,
EMP1014,Alice,Garcia,25.0,Admin-Nevada,Active,,$97633.68,alice.garcia@example.com,-1734206968,Excellent,True,
EMP1521,Charlie,Davis,25.0,HR-Nevada,Pending,,$52615.44,charlie.davis@example.com,-1860089218,Average,False,
EMP2000,Charlie,Miller,25.0,HR-Nevada,Pending,,$52615.44,charlie.miller@example.com,-8460191343,Average,True,
EMP1811,Bob,Williams,35.0,Sales-Nevada,Active,,$71148.27,bob.williams@example.com,-3055978244,Excellent,True,
EMP2010,Bob,Jones,35.0,Sales-Nevada,Active,,$71148.27,bob.jones@example.com,-8307482072,Average,False,
EMP1707,Alice,Garcia,35.0,Sales-Nevada,Inactive,,$75834.81,alice.garcia@example.com,-8354116596,Excellent,True,
EMP1078,Alice,Davis,25.0,DevOps-Florida,Active,,$82318.89,alice.davis@example.com,-5869886496,Good,True,
EMP1477,Grace,Garcia,,DevOps-Florida,Pending,,$66494.94,grace.garcia@example.com,-8093511870,Poor,False,
EMP1132,Frank,Smith,,Finance-California,Pending,,$112120.71,frank.smith@example.com,-812473949,Poor,True,
EMP1700,Heidi,Johnson,25.0,DevOps-Illinois,Inactive,,,heidi.johnson@example.com,-9641789968,Good,False,
EMP1408,Grace,Brown,35.0,Sales-Nevada,Active,,$82971.02,grace.brown@example.com,-6325703964,Good,False,
EMP1110,Eva,Garcia,30.0,Cloud Tech-Texas,Active,,$71532.83,eva.garcia@example.com,-8728399920,Good,True,
EMP2009,David,Garcia,,Finance-Illinois,Pending,,$62603.98,david.garcia@example.com,-7315391148,Poor,False,
EMP1136,David,Smith,,Finance-Illinois,Pending,,$62603.98,david.smith@example.com,-9611223385,Good,False,
EMP1480,Grace,Brown,25.0,DevOps-Florida,Active,,$93905.83,grace.brown@example.com,-4902504289,Average,True,
EMP1840,Frank,Davis,25.0,Admin-Illinois,Active,,$84716.38,frank.davis@example.com,-6762090143,Good,False,
EMP1738,Bob,Jones,40.0,DevOps-California,Pending,,$113900.81,bob.jones@example.com,-7346666169,Average,True,
EMP1510,Bob,Smith,40.0,Admin-Illinois,Active,,$97648.84,bob.smith@example.com,-1314675360,Good,False,
EMP1698,Frank,Johnson,35.0,DevOps-Florida,Inactive,,$108194.47,frank.johnson@example.com,-6601444855,Good,False,
EMP1484,Bob,Jones,25.0,Sales-Texas,Inactive,,$87494.34,bob.jones@example.com,-7543943534,Average,True,
EMP1847,Grace,Johnson,40.0,DevOps-Nevada,Active,,$97032.29,grace.johnson@example.com,-9582923615,Excellent,False,
EMP1974,Grace,Brown,25.0,Finance-Florida,Inactive,,$76343.56,grace.brown@example.com,-7121988191,Excellent,False,
EMP1722,Alice,Brown,35.0,HR-Florida,Inactive,,$58437.84,alice.brown@example.com,-3748453985,Good,True,
EMP1171,Bob,Jones,40.0,HR-Nevada,Inactive,,$114109.06,bob.jones@example.com,-4275230836,Average,True,
EMP1771,Heidi,Jones,40.0,Sales-Texas,Pending,,$84542.68,heidi.jones@example.com,-5155322,Good,True,
EMP1751,Eva,Jones,30.0,Admin-Texas,Active,2021-01-13,$51833.88,eva.jones@example.com,-771130620,Average,True,
EMP1933,Frank,Smith,25.0,Sales-Florida,Active,2020-01-14,$78662.24,frank.smith@example.com,-9330674583,Poor,True,
EMP1198,Heidi,Jones,,Sales-Illinois,Active,2022-01-15,$76099.64,heidi.jones@example.com,-116691835,Excellent,False,
EMP1240,Frank,Johnson,35.0,DevOps-Texas,Pending,2023-01-15,$70325.36,frank.johnson@example.com,-3103032431,Average,False,
EMP1828,Frank,Davis,30.0,Admin-Florida,Pending,2020-01-16,$90455.70,frank.davis@example.com,-5862394534,Excellent,False,
EMP1593,Eva,Brown,,Admin-Illinois,Pending,2022-01-16,$106538.98,eva.brown@example.com,-1394498829,Excellent,False,
EMP1073,David,Johnson,25.0,Finance-Florida,Inactive,2023-01-16,$82614.70,david.johnson@example.com,-8105485100,Average,True,
EMP1276,Eva,Smith,35.0,Cloud Tech-Illinois,Pending,2023-01-17,$76578.59,eva.smith@example.com,-9162475540,Average,False,
EMP1886,Heidi,Smith,,Cloud Tech-Texas,Active,2024-01-17,$81137.46,heidi.smith@example.com,-7497852490,Excellent,False,
EMP1401,Charlie,Brown,30.0,Cloud Tech-Illinois,Pending,2020-01-18,$92722.35,charlie.brown@example.com,-4012897431,Excellent,False,
EMP1676,Charlie,Brown,35.0,HR-Florida,Pending,2020-01-18,$98143.90,charlie.brown@example.com,-5917793237,Excellent,False,
EMP1260,Bob,Smith,40.0,Admin-California,Pending,2022-01-19,$103469.97,bob.smith@example.com,-509754509,Good,True,
EMP1370,Bob,Brown,,Cloud Tech-Illinois,Active,2022-01-19,$72818.94,bob.brown@example.com,-3461994236,Good,True,
EMP1451,Frank,Miller,,Sales-New York,Pending,2021-01-20,$108568.78,frank.miller@example.com,-8503719904,Good,True,
EMP1155,David,Johnson,35.0,Cloud Tech-Nevada,Inactive,2023-01-20,$113118.73,david.johnson@example.com,-6186371596,Average,False,
EMP1445,Alice,Williams,40.0,DevOps-California,Inactive,2023-01-20,$104700.46,alice.williams@example.com,-7855982175,Good,True,
EMP1093,Eva,Miller,,DevOps-California,Pending,2020-01-21,$86163.91,eva.miller@example.com,-2412462094,Average,True,
EMP1823,Frank,Davis,40.0,Finance-Florida,Inactive,2023-01-21,$64785.13,frank.davis@example.com,-3080037002,Average,True,
EMP1299,Alice,Garcia,,Finance-Nevada,Inactive,2024-01-21,$51523.93,alice.garcia@example.com,-18418619,Average,True,
EMP1173,Heidi,Brown,30.0,Cloud Tech-California,Pending,2022-01-22,$58041.97,heidi.brown@example.com,-6335331059,Poor,True,
EMP1464,Charlie,Brown,40.0,Finance-Florida,Inactive,2023-01-23,$76274.33,charlie.brown@example.com,-704496409,Average,False,
EMP1696,David,Davis,25.0,DevOps-Florida,Inactive,2024-01-23,$59431.25,david.davis@example.com,-4064176926,Poor,True,
EMP1267,Heidi,Garcia,,HR-Florida,Active,2022-01-24,$73186.77,heidi.garcia@example.com,-8621102257,Good,False,
EMP1730,Bob,Williams,40.0,Finance-California,Inactive,2021-01-25,$72451.69,bob.williams@example.com,-4099512396,Poor,True,
EMP1588,Bob,Brown,35.0,Admin-Nevada,Pending,2024-01-26,$74069.62,bob.brown@example.com,-5607540914,Good,False,
EMP1996,David,Smith,40.0,Admin-Texas,Active,2021-01-28,$51939.29,david.smith@example.com,-2442607818,Excellent,True,
EMP1653,Frank,Jones,35.0,Sales-California,Active,2023-01-28,$68399.43,frank.jones@example.com,-8085096084,Excellent,False,
EMP1148,Grace,Smith,,HR-Texas,Inactive,2020-01-29,$68512.10,grace.smith@example.com,-4439284043,Average,False,
EMP1286,Heidi,Smith,30.0,Sales-Florida,Inactive,2021-01-29,$106616.97,heidi.smith@example.com,-4344812307,Poor,False,
EMP1235,Alice,Brown,,Admin-Nevada,Inactive,2022-01-29,$76040.94,alice.brown@example.com,-7189813128,Good,True,
EMP1631,Grace,Brown,25.0,Cloud Tech-California,Active,2022-01-29,$55602.78,grace.brown@example.com,-9977180512,Good,False,
EMP1821,Grace,Brown,30.0,HR-Texas,Inactive,2023-01-29,,grace.brown@example.com,-1651768085,Good,False,
EMP1894,David,Brown,,Finance-Florida,Inactive,2020-01-30,$101101.24,david.brown@example.com,-3263890218,Poor,True,
EMP1149,Frank,Garcia,35.0,Sales-Florida,Pending,2022-01-30,$57584.23,frank.garcia@example.com,-5669078262,Average,True,
EMP1380,Charlie,Garcia,40.0,Sales-Nevada,Inactive,2023-01-30,$85756.42,charlie.garcia@example.com,-907426087,Average,True,
EMP1518,Bob,Garcia,25.0,HR-California,Inactive,2024-01-30,$86420.19,bob.garcia@example.com,-5563830007,Good,False,
EMP1782,Charlie,Garcia,,Admin-Nevada,Inactive,2021-01-31,$50110.66,charlie.garcia@example.com,-904637659,Average,True,
EMP1592,David,Jones,25.0,HR-Illinois,Active,2021-01-31,$72245.02,david.jones@example.com,-1546602415,Poor,True,
EMP1437,Alice,Garcia,40.0,Finance-Illinois,Pending,2023-01-31,$67489.68,alice.garcia@example.com,-2988425994,Poor,False,
EMP1988,Bob,Johnson,,Cloud Tech-Illinois,Inactive,2021-07-13,$54708.88,bob.johnson@example.com,-6944391648,Excellent,True,
EMP1167,Bob,Davis,,DevOps-New York,Inactive,2022-07-13,$112166.37,bob.davis@example.com,-701765635,Excellent,False,
EMP1507,Heidi,Williams,30.0,DevOps-California,Pending,2024-07-13,$89132.22,heidi.williams@example.com,-617893205,Excellent,True,
EMP1668,Bob,Jones,30.0,Admin-Florida,Active,2020-07-14,$54465.47,bob.jones@example.com,-7045023289,Excellent,False,
EMP1800,Heidi,Smith,25.0,HR-New York,Active,2021-07-14,$58012.23,heidi.smith@example.com,-1067245306,Average,True,
EMP1556,Grace,Garcia,40.0,Sales-Nevada,Active,2021-07-14,$77850.90,grace.garcia@example.com,-2704938619,Average,True,
EMP1513,Charlie,Miller,35.0,DevOps-Texas,Active,2022-07-14,$69146.95,charlie.miller@example.com,-5456676639,Excellent,False,
EMP2007,Charlie,Jones,35.0,DevOps-Texas,Active,2022-07-14,$69146.95,charlie.jones@example.com,-6811872332,Poor,False,
EMP1524,Heidi,Johnson,30.0,Admin-Nevada,Pending,2023-07-14,$50651.32,heidi.johnson@example.com,-3684748835,Poor,False,
EMP1680,Eva,Garcia,35.0,DevOps-Nevada,Pending,2024-07-14,$68817.54,eva.garcia@example.com,-3202032649,Excellent,False,
EMP1444,Grace,Brown,30.0,DevOps-Illinois,Active,2023-07-15,$119586.11,grace.brown@example.com,-9815287338,Average,True,
EMP1703,Frank,Garcia,40.0,DevOps-California,Active,2020-07-16,$86624.04,frank.garcia@example.com,-9806603919,Good,True,
EMP1897,Alice,Brown,40.0,Sales-Florida,Inactive,2024-07-16,$105861.23,alice.brown@example.com,-9967331166,Good,True,
EMP1837,Eva,Jones,35.0,Admin-Illinois,Inactive,2021-07-17,,eva.jones@example.com,-4247310719,Excellent,False,
EMP1007,Bob,Jones,30.0,Cloud Tech-Florida,Inactive,2022-07-17,$94497.91,bob.jones@example.com,-4134327559,Average,True,
EMP1663,Bob,Miller,40.0,Sales-California,Inactive,2023-07-17,$116961.61,bob.miller@example.com,-3607763368,Excellent,True,
EMP1166,Frank,Garcia,40.0,Sales-Illinois,Inactive,2022-07-18,$85388.58,frank.garcia@example.com,-1185672437,Poor,True,
